id,subject,mohs,source,original_problem,adapted_problem,answer
241,Geometry,25M,USAMO 2013 P6,"Let ABC be a triangle. Find all points P on segment BC satisfying the following property: If $\sum$ and Y are the intersections of line P A with the common external tangent lines of the circumcircles of triangles P AB and P AC, then ( P A XY )2 + P B $\cdot$ P C AB $\cdot$ AC $=$ 1. 57","A circle of radius $6$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",97
242,Geometry,25M,USAMO 2014 P5,Let ABC be a triangle with orthocenter H and let P be the second intersection of the circumcircle of triangle AHC with the internal bisector of the angle $\angleBAC$. Let $\sum$ be the circumcenter of triangle AP B and Y the orthocenter of triangle AP C. Prove that the length of segment XY is equal to the circumradius of triangle ABC.,"For triangle with sides $5$, $6$, $7$, find its area multiplied by 10.",150
243,Geometry,25M,USAMO 2018 P5,"In convex cyclic quadrilateral ABCD, we know that lines AC and BD intersect at E, lines AB and CD intersect at F, and lines BC and DA intersect at G. Suppose that the circumcircle of 4ABE intersects line CB at B and P, and the circumcircle of 4ADE intersects line CD at D and Q, where C, B, P, G and C, Q, D, F are collinear in that order. Prove that if lines F P and GQ intersect at M, then $\angleMAC$ $=$ 90◦ .",Find the number of diagonals in a convex $9$-gon.,27
244,Geometry,25M,USAMO 2019 P2,Let ABCD be a cyclic quadrilateral satisfying $AD_2$ + $BC_2$ $=$ $AB_2$ . The diagonals of ABCD intersect at E. Let P be a point on side AB satisfying $\angleAP$ D $=$ $\angleBP$ C. Show that line P E bisects CD.,"In right triangle with legs $a = 9$ and $b = 16$, find the length of the hypotenuse.",18
245,Geometry,25M,"USA TST 2017, P2","Let ABC be an acute scalene triangle with circumcenter O, and let T be on line BC such that $\angleT$ AO $=$ 90◦ . The circle with diameter AT intersects the circumcircle of 4BOC at two points $A_1$ and $A_2$, where $OA_1$ $<$ $OA_2$. Points $B_1$, $B_2$, $C_1$, $C_2$ are defined analogously. - Prove that $AA_1$, $BB_1$, $CC_1$ are concurrent. - Prove that $AA_2$, $BB_2$, $CC_2$ are concurrent on the Euler line of triangle ABC.","A circle of radius $3$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",24
246,Geometry,25M,"USA TSTST 2019, P5","Let ABC be an acute triangle with orthocenter H and circumcircle $\Gamma$. A line through H intersects segments AB and AC at E and F, respectively. Let K be the circumcenter of 4AEF, and suppose line AK intersects $\Gamma$ again at a point D. Prove that line HK and the line through D perpendicular to BC meet on $\Gamma$.","For triangle with sides $4$, $4$, $7$, find its area multiplied by 10.",80
247,Geometry,30M,"USA TST 2017, P5","Let ABC be a triangle with altitude AE. The A￾excircle touches BC at D, and intersects the circumcircle at two points F and G. Prove that one can select points V and N on lines DG and DF such that quadrilateral EV AN is a rhombus.",Find the number of diagonals in a convex $7$-gon.,14
248,Geometry,30M,"USA TST 2018, P5","Let ABCD be a convex cyclic quadrilateral which is not a kite, but whose diagonals are perpendicular and meet at H. Denote by M and N the midpoints of BC and CD. Rays MH and NH meet AD and AB at S and T, respectively. Prove that there exists a point E, lying outside quadrilateral ABCD, such that - ray EH bisects both angles $\angleBES$, $\angleT$ ED, and - $\angleBEN$ $=$ $\angleMED$.","In right triangle with legs $a = 8$ and $b = 12$, find the length of the hypotenuse.",14
249,Geometry,30M,"USA TSTST 2016, P2","Let ABC be a scalene triangle with orthocenter H and circumcenter O. Denote by M, N the midpoints of AH, BC. Suppose the circle $\gamma$ with diameter AH meets the circumcircle of ABC at G $\ne$ A, and meets line AN at a point Q $\ne$ A. The tangent to $\gamma$ at G meets line OM at P. Show that the circumcircles of 4GNQ and 4MBC intersect at a point T on P N.","A circle of radius $7$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",132
250,Geometry,30M,"USA TSTST 2018, P3","Let ABC be an acute triangle with incenter I, circumcenter O, and circumcircle $\Gamma$. Let M be the midpoint of AB. Ray AI meets BC at D. Denote by $\omega$ and $\gamma$ the circumcircles of 4BIC and 4BAD, respectively. Line MO meets $\omega$ at $\sum$ and Y , while line CO meets $\omega$ at C and Q. Assume that Q lies inside 4ABC and $\angleAQM$ $=$ $\angleACB$. Consider the tangents to $\omega$ at $\sum$ and Y and the tangents to $\gamma$ at A and D. Given that $\angleBAC$ $\ne$ 60◦ , prove that these four lines are concurrent on $\Gamma$.","For triangle with sides $3$, $8$, $7$, find its area multiplied by 10.",120
251,Geometry,35M,"IMO 2000, P6","Let $AH_1$, $BH_2$, $CH_3$ be the altitudes of an acute angled triangle ABC. Its incircle touches the sides BC, AC and AB at $T_1$, $T_2$ and $T_3$ respectively. Consider the symmetric images of the lines $H_1H_2$, $H_2H_3$ and 59 $H_3H_1$ with respect to the lines $T_1T_2$, $T_2T_3$ and $T_3T_1$. Prove that these images form a triangle whose vertices lie on the incircle of ABC.",Find the number of diagonals in a convex $11$-gon.,44
252,Geometry,35M,"IMO 2013, P3","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and N are the feet of the altitudes from B and C, respectively. Denote by $\omega_1$ is the circumcircle of BW N, and let $\sum$ be the point on $\omega_1$ such that W $\sum$ is a diameter of $\omega_1$. Analogously, denote by $\omega_2$ the circumcircle of triangle CWM, and let Y be the point such that W Y is a diameter of $\omega_2$. Prove that $\sum$, Y and H are collinear.","In right triangle with legs $a = 7$ and $b = 16$, find the length of the hypotenuse.",17
253,Geometry,35M,"IMO 2019, P6","Let I be the incentre of acute triangle ABC with AB $\ne$ AC. The incircle $\omega$ of ABC is tangent to sides BC, CA, and AB at D, E, and F, respectively. The line through D perpendicular to EF meets $\omega$ at R. Line AR meets $\omega$ again at P. The circumcircles of triangle P CE and P BF meet again at Q. Prove that lines DI and P Q meet on the line through A perpendicular to AI.","A circle of radius $4$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",43
254,Geometry,35M,USAMO 2007 P6,"Let ABC be an acute triangle with $\omega$, S, and R being its incircle, circumcircle, and circumradius, respectively. Circle $\omegaA$ is tangent in￾ternally to S at A and tangent externally to $\omega$. Circle SA is tangent internally to S at A and tangent internally to $\omega$. Let PA and QA denote the centers of $\omegaA$ and SA, respectively. Define points PB, QB, PC, QC analogously. Prove that 8PAQA $\cdot$ PBQB $\cdot$ PCQC $\le$ $R^3$ ,","For triangle with sides $7$, $6$, $7$, find its area multiplied by 10.",210
255,Geometry,35M,USAMO 2017 P3,"Let ABC be a scalene triangle with circumcircle $\Omega$ and incenter I. Ray AI meets BC at D and meets $\Omega$ again at M; the circle with diameter DM cuts $\Omega$ again at K. Lines MK and BC meet at S, and N is the midpoint of IS. The circumcircles of 4KID and 4MAN intersect at points $L_1$ and $L_2$. Prove that $\Omega$ passes through the midpoint of either $IL_1$ or $IL_2$.",Find the number of diagonals in a convex $9$-gon.,27
256,Geometry,35M,"USA TST 2015, P6","Let ABC be a non-equilateral triangle and let Ma, Mb , Mc be the midpoints of the sides BC, CA, AB, respectively. Let S be 60 a point lying on the Euler line. Denote by $\sum$, Y , Z the second intersections of MaS, MbS, McS with the nine-point circle. Prove that AX, BY , CZ are concurrent.","In right triangle with legs $a = 6$ and $b = 12$, find the length of the hypotenuse.",13
257,Geometry,35M,"USA TST 2020, P2","Two circles $\Gamma_1$ and $\Gamma_2$ have common external tangents `1 and `2 meeting at T. Suppose `1 touches $\Gamma_1$ at A and `2 touches $\Gamma_2$ at B. A circle $\Omega$ through A and B intersects $\Gamma_1$ again at C and $\Gamma_2$ again at D, such that quadrilateral ABCD is convex. Suppose lines AC and BD meet at point $\sum$, while lines AD and BC meet at point Y . Show that T, $\sum$, Y are collinear.","A circle of radius $8$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",172
258,Geometry,40M,"IMO 2003, P3",Each pair of opposite sides of a convex hexagon has the following property: the distance between their midpoints is equal to $\sqrt$ 3 2 times the sum of their lengths. Prove that all the angles of the hexagon are equal.,"For triangle with sides $6$, $4$, $7$, find its area multiplied by 10.",120
259,Geometry,40M,"IMO 2008, P6","Let ABCD be a convex quadrilateral with BA $\ne$ BC. Denote the incircles of triangles ABC and ADC by $\omega_1$ and $\omega_2$ respectively. Suppose that there exists a circle $\omega$ tangent to ray BA beyond A and to the ray BC beyond C, which is also tangent to the lines AD and CD. Prove that the common external tangents to $\omega_1$ and $\omega_2$ intersect on $\omega$.",Find the number of diagonals in a convex $7$-gon.,14
260,Geometry,40M,"IMO 2014, P3","Convex quadrilateral ABCD has $\angleABC$ $=$ $\angleCDA$ $=$ 90◦ . Point H is the foot of the perpendicular from A to BD. Points S and T lie on sides AB and AD, respectively, such that H lies inside triangle SCT and $\angleCHS$ - $\angleCSB$ $=$ 90◦ , $\angleT$ HC - $\angleDT$ C $=$ 90◦ . Prove that line BD is tangent to the circumcircle of triangle T SH.","In right triangle with legs $a = 5$ and $b = 16$, find the length of the hypotenuse.",16
261,Geometry,40M,USAMO 2011 P3,"In hexagon ABCDEF, which is nonconvex but not self￾intersecting, no pair of opposite sides are parallel. The internal angles satisfy $\angleA$ $=$ $3\angleD$, $\angleC$ $=$ $3\angleF$, and $\angleE$ $=$ $3\angleB$. Furthermore AB $=$ DE, 61 BC $=$ EF, and CD $=$ F A. Prove that diagonals AD, BE, and CF are concurrent.","A circle of radius $5$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",67
262,Geometry,40M,"USA TST 2016, P6","Let ABC be an acute scalene triangle and let P be a point in its interior. Let $A_1$, $B_1$, $C_1$ be projections of P onto triangle sides BC, CA, AB, respectively. Find the locus of points P such that $AA_1$, $BB_1$, $CC_1$ are concurrent and $\angleP$ AB + $\angleP$ BC + $\angleP$ CA $=$ 90◦ .","For triangle with sides $5$, $8$, $7$, find its area multiplied by 10.",200
263,Geometry,40M,"USA TST 2019, P6","Let ABC be a triangle with incenter I, and let D be a point on line BC satisfying $\angleAID$ $=$ 90◦ . Let the excircle of triangle ABC opposite the vertex A be tangent to BC at $A_1$. Define points $B_1$ on CA and $C_1$ on AB analogously, using the excircles opposite B and C, respectively. Prove that if quadrilateral $AB_1A_1C_1$ is cyclic, then AD is tangent to the circumcircle of $4DB_1C_1$.",Find the number of diagonals in a convex $11$-gon.,44
264,Geometry,40M,"USA TSTST 2019, P9","Let ABC be a triangle with incenter I. Points K and L are chosen on segment BC such that the incircles of 4ABK and 4ABL are tangent at P, and the incircles of 4ACK and 4ACL are tangent at Q. Prove that IP $=$ IQ.","In right triangle with legs $a = 9$ and $b = 12$, find the length of the hypotenuse.",15
265,Geometry,45M,"IMO 2002, P6","Let n $\ge$ 3 be a positive integer. Let $C_1$, $C_2$, $C_3$, $\ldots$ , $C_n$ be unit circles in the plane, with centres $O_1$, $O_2$, $O_3$, $\ldots$ , $O_n$ respectively. If no line meets more than two of the circles, prove that $\sum$ $1\lei<j\len$ 1 OiOj $\le$ (n - 1)$\p_i$ 4 .","A circle of radius $9$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",218
266,Geometry,45M,"IMO 2011, P6","Let ABC be an acute triangle with circumcircle $\Gamma$. Let ` be a tangent line to $\Gamma$, and let `a, `b and `c be the lines obtained by reflecting ` in the lines BC, CA and AB, respectively. Show that the circumcircle of the triangle determined by the lines `a, `b and `c is tangent to the circle $\Gamma$.","For triangle with sides $4$, $6$, $7$, find its area multiplied by 10.",120
267,Geometry,45M,"IMO 2018, P6",A convex quadrilateral ABCD satisfies $AB\cdotCD$ $=$ $BC\cdotDA$. Point $\sum$ lies inside ABCD so that $\angleXAB$ $=$ $\angleXCD$ and $\angleXBC$ $=$ $\angleXDA$. Prove that $\angleBXA$ + $\angleDXC$ $=$ 180◦ .,Find the number of diagonals in a convex $9$-gon.,27
268,Geometry,45M,USAMO 2016 P3,"Let 4ABC be an acute triangle, and let IB, IC, and O denote its B-excenter, C-excenter, and circumcenter, respectively. Points E and Y are selected on AC such that $\angleABY$ $=$ $\angleCBY$ and BE $\perp$ AC. Similarly, points F and Z are selected on AB such that $\angleACZ$ $=$ $\angleBCZ$ and CF $\perp$ AB. Lines $\leftarrow-\toIBF$ and $\leftarrow-\toICE$ meet at P. Prove that P O and Y Z are perpendicular.","In right triangle with legs $a = 8$ and $b = 16$, find the length of the hypotenuse.",17
269,Geometry,45M,USAMO 2016 P5,"An equilateral pentagon AMNP Q is inscribed in triangle ABC such that M $\in$ AB, Q $\in$ AC, and N, P $\in$ BC. Let S be the intersection of $\leftarrow-\toMN$ and $\leftarrow\toP$ Q. Denote by ` the angle bisector of $\angleMSQ$. Prove that OI is parallel to `, where O is the circumcenter of triangle ABC, and I is the incenter of triangle ABC.","A circle of radius $6$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",97
270,Geometry,45M,"USA TSTST 2016, P6","Let ABC be a triangle with incenter I, and whose incircle is tangent to BC, CA, AB at D, E, F, respectively. Let K be the foot of the altitude from D to EF. Suppose that the circumcircle of 4AIB meets the incircle at two distinct points $C_1$ and $C_2$, while the circumcircle of 4AIC meets the incircle at two distinct points $B_1$ and $B_2$. Prove that the radical axis of the circumcircles of $4BB_1B_2$ and $4CC_1C_2$ passes through the midpoint M of DK. AoPS discussion thread 3.10 50 $M^3$.11 55 M","For triangle with sides $3$, $4$, $7$, find its area multiplied by 10.",60
271,Geometry,55M,"USA TST 2020, P6","Let $P_1P_2$ $\cdots$ $P_100$ be a cyclic 100-gon and let $P_i$ $=$ $P_i+100$ for all i. Define $Q_i$ as the intersection of diagonals $P_i-2Pi+1$ and $P_i-1Pi+2$ for all integers i. Suppose there exists a point P satisfying P $P_i$ $\perp$ $P_i-1Pi+1$ for all integers i. Prove that the points $Q_1$, $Q_2$, $\ldots$ , $Q_100$ are concyclic.",Find the number of diagonals in a convex $7$-gon.,14
272,Number Theory,0M,USAMO 2003 P1,Prove that for every positive integer n there exists an n-digit number divisible by 5 n all of whose digits are odd.,Find the remainder when $14^{72}$ is divided by $29$.,7
273,Number Theory,5M,"IMO 2002, P4","Let n $\ge$ 2 be a positive integer, with divisors 1 $=$ $d_1$ $<$ $d_2$ $<$ $\ldots$ $<$ $d_k$ $=$ n. Prove that $d_1d_2$ + $d_2d_3$ + $\ldots$ + $d_k-1dk$ is always less than $n^2$ , and determine when it is a divisor of $n^2$ .",Find the sum of all positive divisors of $193$.,194
274,Number Theory,5M,"IMO 2009, P1","Let n be a positive integer and let $a_1$, $a_2$, $a_3$, $\ldots$ , $a_k$ (k $\ge$ 2) be distinct integers in the set 1, 2, $\ldots$ , n such that n divides $a_i$($a_i+1$ - 1) for i $=$ 1, 2, $\ldots$ , k - 1. Prove that n does not divide $a_k$($a_1$ - 1).",Find the $\left\lfloor \frac{114}{\pi} \right\rfloor$-th prime number.,541
275,Number Theory,5M,"IMO 2013, P1","Assume that k and n are two positive integers. Prove that there exist positive integers $m_1$, $\ldots$ , $m_k$ such that 1 + 2 k - $\frac{1}{n}$ $=$ ( 1 + 1 $m_1$ ) $\cdots$ ( 1 + 1 $m_k$ ) .",Find the sum of all primes $p < 75$ such that $p \equiv 1 \pmod{4}$.,329
276,Number Theory,5M,"IMO 2017, P1","For each integer $a_0$ $>$ 1, define the sequence $a_0$, $a_1$, $a_2$, $\ldots$ for n $\ge$ 0 as an+1 $=$ ($\sqrt$ an if $\sqrt$ an is an integer, an + 3 otherwise. Determine all values of $a_0$ such that there exists a number A such that an $=$ A for infinitely many values of n.",How many positive integers $n \le 176$ have exactly 4 positive divisors?,44
277,Number Theory,5M,USAMO 2006 P1,"Let p be a prime number and let s be an integer with 0 $<$ s $<$ p. Prove that there exist integers m and n with 0 $<$ m $<$ n $<$ p and { $s_m$ p } $<$ { $s_n$ p } $<$ s p 64 if and only if s is not a divisor of p - 1. Note: For x a real number, let bxc denote the greatest integer less than or equal to x, and let {x} $=$ x - bxc denote the fractional part of x.",Find the remainder when $19^{77}$ is divided by $34$.,15
278,Number Theory,5M,USAMO 2011 P4,"Consider the assertion that for each positive integer n $\ge$ 2, the remainder upon dividing 2 2 n by 2 n - 1 is a power of 4. Either prove the assertion or find (with proof) a counterexample.",Find the sum of all positive divisors of $198$.,468
279,Number Theory,5M,USAMO 2014 P1,"Let a, b, c, d be real numbers such that b-d $\ge$ 5 and all zeros $x_1$, $x_2$, $x_3$, and $x_4$ of the polynomial P(x) $=$ $x^4$ $+ax^3$ $+bx^2$ +cx+d are real. Find the smallest value the product ($x_{1}^{2}$ + 1)($x_{2}^{2}$ + 1)($x_{3}^{2}$ + 1)($x_{4}^{2}$ + 1) can take.",Find the $\left\lfloor \frac{119}{\pi} \right\rfloor$-th prime number.,541
280,Number Theory,5M,"USA TSTST 2017, P4",Find all nonnegative integer solutions to 2 a + 3b + 5c $=$ n!.,Find the sum of all primes $p < 80$ such that $p \equiv 1 \pmod{4}$.,329
281,Number Theory,10M,"IMO 2005, P4","Determine all positive integers relatively prime to all the terms of the infinite sequence an $=$ 2n + 3n + 6n - 1, n $\ge$ 1.",How many positive integers $n \le 181$ have exactly 4 positive divisors?,45
282,Number Theory,10M,"IMO 2006, P4","Determine all pairs (x, y) of integers such that 1 + 2x + 22x+1 $=$ $y^2$ .",Find the remainder when $4^{82}$ is divided by $39$.,22
283,Number Theory,10M,"IMO 2011, P1","Given any set A $=$ ${a_1$, $a_2$, $a_3$, $a_4}$ of four distinct positive integers, we denote the sum $a_1$ + $a_2$ + $a_3$ + $a_4$ by sA. Let nA denote the number of pairs (i, j) with 1 $\le$ i $<$ j $\le$ 4 for which $a_i$ + $a_j$ divides sA. Find all sets A of four distinct positive integers which achieve the largest possible value of nA.",Find the sum of all positive divisors of $203$.,240
284,Number Theory,10M,"IMO 2016, P4","A set of postive integers is called fragrant if it contains at least two elements and each of its elements has a prime factor in common with at least one of the other elements. Let P(n) $=$ $n^2$ + n + 1. What is the least possible positive integer value of b such that there exists a non-negative integer a for which the set {P(a + 1), P(a + 2), $\ldots$ , P(a + b)} is fragrant?",Find the $\left\lfloor \frac{104}{\pi} \right\rfloor$-th prime number.,541
285,Number Theory,10M,"IMO 2019, P4","Find all pairs (k, n) of positive integers such that k! $=$ (2n - 1)(2n - 2)(2n - 4)$\cdots$(2n - 2 n-1 ).",Find the sum of all primes $p < 85$ such that $p \equiv 1 \pmod{4}$.,329
286,Number Theory,10M,USAMO 2005 P2,"Prove that the system $x^6$ + $x^3$ + $x^3$ y + y $=$ 147157 $x^3$ + $x^3$ y + $y^2$ + y + $z^9$ $=$ 157147 has no solutions in integers x, y, and z.",How many positive integers $n \le 186$ have exactly 4 positive divisors?,46
287,Number Theory,10M,USAMO 2008 P1,"Prove that for each positive integer n, there are pairwise relatively prime integers $k_0$, $k_1$, $\ldots$ , $k_n$, all strictly greater than 1, such that $k_0k_1$ $\ldots$ $k_n$ - 1 is the product of two consecutive integers.",Find the remainder when $9^{87}$ is divided by $44$.,37
288,Number Theory,10M,"USA TST 2016, P4","Let $\sqrt$ 3 $=$ 1.$b_1b_2b_3$ $\ldots$(2) be the binary representation of $\sqrt$ 3. Prove that for any positive integer n, at least one of the digits $b_n$, $b_n+1$, $\ldots$ , $b_2n$ equals 1.",Find the sum of all positive divisors of $208$.,434
289,Number Theory,10M,"USA TST 2019, P4","We say that a function f : $Z\ge_0$ $\times$ $Z\ge_0$ $\to$ Z is great if for any nonnegative integers m and n, f(m + 1, n + 1)f(m, n) - f(m + 1, n)f(m, n + 1) $=$ 1. If A $=$ ($a_0$, $a_1$, $\ldots$) and B $=$ ($b_0$, $b_1$, $\ldots$) are two sequences of integers, we write A $\sim$ B if there exists a great function f satisfying f(n, 0) $=$ an and f(0, n) $=$ $b_n$ for every nonnegative integer n (in particular, $a_0$ $=$ $b_0$). Prove that if A, B, C, and D are four sequences of integers satisfying A $\sim$ B, B $\sim$ C, and C $\sim$ D, then D $\sim$ A.",Find the $\left\lfloor \frac{109}{\pi} \right\rfloor$-th prime number.,541
290,Number Theory,10M,"USA TSTST 2015, P5",Let $\varphi$(n) denote the number of positive integers less than n that are relatively prime to n. Prove that there exists a positive integer m for which the equation $\varphi$(n) $=$ m has at least 2015 solutions in n.,Find the sum of all primes $p < 90$ such that $p \equiv 1 \pmod{4}$.,418
291,Number Theory,10M,"USA TSTST 2018, P1","As usual, let Z[x] denote the set of single-variable polynomials in x with integer coefficients. Find all functions $\theta$ : Z[x] $\to$ Z such that for any polynomials p, q $\in$ Z[x], - $\theta$(p + 1) $=$ $\theta$(p) + 1, and - if $\theta$(p) $\ne$ 0 then $\theta$(p) divides $\theta$(p $\cdot$ q).",How many positive integers $n \le 191$ have exactly 4 positive divisors?,47
292,Number Theory,10M,"USA TSTST 2018, P4","For an integer n $>$ 0, denote by F(n) the set of integers m $>$ 0 for which the polynomial p(x) $=$ $x^2$ + mx + n has an integer root. (1) Let S denote the set of integers n $>$ 0 for which F(n) contains two consecutive integers. Show that S is infinite but $\sum$ $n\inS$ $\frac{1}{n}$ $\le$ 1. (2) Prove that there are infinitely many positive integers n such that F(n) contains three consecutive integers.",Find the remainder when $14^{92}$ is divided by $49$.,0
293,Number Theory,10M,"USA TSTST 2019, P7","Let f : Z $\to$ {1, 2, $\ldots$ , 10100} be a function satisfying gcd(f(x), f(y)) $=$ gcd(f(x), x - y) for all integers x and y. Show that there exist positive integers m and n such that f(x) $=$ gcd(m + x, n) for all integers x.",Find the sum of all positive divisors of $213$.,288
294,Number Theory,15M,"IMO 2011, P5","Let f be a function from the set of integers to the set of positive integers. Suppose that, for any two integers m and n, the difference f(m) - f(n) is divisible by f(m - n). Prove that, for all integers m and n with f(m) $\le$ f(n), the number f(n) is divisible by f(m).",Find the $\left\lfloor \frac{114}{\pi} \right\rfloor$-th prime number.,541
295,Number Theory,15M,USAMO 2010 P5,"Let q $=$ 3p-5 2 where p is an odd prime, and let Sq $=$ 1 2 $\cdot$ 3 $\cdot$ 4 + 1 5 $\cdot$ 6 $\cdot$ 7 + $\cdots$ + $\frac{1}{q}$(q + 1)(q + 2) Prove that if $\frac{1}{p}$ - 2Sq $=$ m n for integers m and n, then m - n is divisible by p.",Find the sum of all primes $p < 95$ such that $p \equiv 1 \pmod{4}$.,418
296,Number Theory,15M,USAMO 2015 P1,Solve in integers the equation $x^2$ + xy + $y^2$ $=$ ( x + $y^3$ + 1)3 .,How many positive integers $n \le 196$ have exactly 4 positive divisors?,49
297,Number Theory,15M,USAMO 2016 P2,"Prove that for any positive integer k, ($k^2$ )! $\cdot$ Y $k-\frac{1}{j}=0$ j! (j + k)! is an integer.",Find the remainder when $19^{97}$ is divided by $54$.,19
298,Number Theory,15M,USAMO 2019 P5,"Two rational numbers m n and n m are written on a black￾board, where m and n are relatively prime positive integers. At any point, Evan may pick two of the numbers x and y written on the board and write either their arithmetic mean $x+y^2$ or their harmonic mean 2xy x+y on the board as well. Find all pairs (m, n) such that Evan can write 1 on the board in finitely many steps.",Find the sum of all positive divisors of $218$.,330
299,Number Theory,20M,IMO 2000 Problem 5,Does there exist a positive integer n such that n has exactly 2000 prime divisors and n divides 2 n + 1?,Find the $\left\lfloor \frac{119}{\pi} \right\rfloor$-th prime number.,541
300,Number Theory,20M,"IMO 2018, P5","Let $a_1$, $a_2$, $\ldots$ be an infinite sequence of positive integers. Suppose that there is an integer N $>$ 1 such that, for each n $\ge$ N, the number $a_1$ $a_2$ + $a_2$ $a_3$ + $\cdots$ + an-1 an + an $a_1$ is an integer. Prove that there is a positive integer M such that $a_m$ $=$ $a_m+1$ for all m $\ge$ M.",Find the sum of all primes $p < 50$ such that $p \equiv 1 \pmod{4}$.,142
301,Number Theory,20M,"IMO 2020, P5",A deck of n $>$ 1 cards is given. A positive integer is written on each card. The deck has the property that the arithmetic mean of the numbers on each pair of cards is also the geometric mean of the numbers on some collection of one or more cards. For which n does it follow that the numbers on the cards are all equal?,How many positive integers $n \le 201$ have exactly 4 positive divisors?,50
302,Number Theory,20M,USAMO 2004 P2,"Suppose $a_1$, $\ldots$ , $a_n$ are integers whose greatest common divisor is 1. Let S be a set of integers with the following properties: (a) For i $=$ 1, $\ldots$ , n, $a_i$ $\in$ S. (b) For i, j $=$ 1, $\ldots$ , n (not necessarily distinct), $a_i$ - $a_j$ $\in$ S. (c) For any integers x, y $\in$ S, if x + y $\in$ S, then x - y $\in$ S. Prove that S must be equal to the set of all integers.",Find the remainder when $4^{52}$ is divided by $9$.,4
303,Number Theory,20M,"USA TSTST 2018, P8",For which positive integers b $>$ 2 do there exist infinitely many positive integers n such that $n^2$ divides b n + 1?,Find the sum of all positive divisors of $123$.,168
304,Number Theory,25M,"IMO 2007, P5","Let a and b be positive integers. Show that if 4ab-1 divides (4a 2 - 1)2 , then a $=$ b.",Find the $\left\lfloor \frac{104}{\pi} \right\rfloor$-th prime number.,541
305,Number Theory,25M,USAMO 2001 P5,"Let S be a set of integers (not necessarily positive) such that (a) there exist a, b $\in$ S with gcd(a, b) $=$ gcd(a - 2, b - 2) $=$ 1; (b) if x and y are elements of S (possibly equal), then $x^2$ - y also belongs to S. Prove that S is the set of all integers.",Find the sum of all primes $p < 55$ such that $p \equiv 1 \pmod{4}$.,195
306,Number Theory,25M,USAMO 2007 P5,"Prove that for every nonnegative integer n, the number 7 7 n + 1 is the product of at least 2n + 3 (not necessarily distinct) primes.",How many positive integers $n \le 206$ have exactly 4 positive divisors?,51
307,Number Theory,25M,USAMO 2009 P6,"Let $s_1$, $s_2$, $s_3$, $\ldots$ be an infinite, nonconstant sequence of rational numbers, meaning it is not the case that $s_1$ $=$ $s_2$ $=$ $s_3$ $=$ $\ldots$ . Suppose that $t_1$, $t_2$, $t_3$, $\ldots$ is also an infinite, nonconstant sequence of rational numbers 69 with the property that ($s_i$ - $s_j$ )($t_i$ - $t_j$ ) is an integer for all i and j. Prove that there exists a rational number r such that ($s_i$ - $s_j$ )r and ($t_i$ - $t_j$ )/r are integers for all i and j.",Find the remainder when $9^{57}$ is divided by $14$.,1
308,Number Theory,25M,"USA TST 2015, P2","Prove that for every n $\in$ N, there exists a set S of n positive integers such that for any two distinct a, b $\in$ S, a - b divides a and b but none of the other elements of S.",Find the sum of all positive divisors of $128$.,255
309,Number Theory,25M,"USA TST 2018, P1","Let n $\ge$ 2 be a positive integer, and let $\sigma$(n) denote the sum of the positive divisors of n. Prove that the n th smallest positive integer relatively prime to n is at least $\sigma$(n), and determine for which n equality holds.",Find the $\left\lfloor \frac{109}{\pi} \right\rfloor$-th prime number.,541
310,Number Theory,25M,"USA TST 2020, P5","Find all integers n $\ge$ 2 for which there exists an integer m and a polynomial P(x) with integer coefficients satisfying the following three conditions: - m $>$ 1 and gcd(m, n) $=$ 1; - the numbers P(0), $P^2$ (0), $\ldots$, P m-1 (0) are not divisible by n; and - P m(0) is divisible by n. Here P k means P applied k times, so $P^1$ (0) $=$ P(0), $P^2$ (0) $=$ P(P(0)), etc.",Find the sum of all primes $p < 60$ such that $p \equiv 1 \pmod{4}$.,195
311,Number Theory,25M,"USA TSTST 2014, P6","Suppose we have distinct positive integers a, b, c, d, and an odd prime p not dividing any of them, and an integer M such that if one considers the infinite sequence ca - db $ca_2$ - $db_2$ $ca_3$ - $db_3$ $ca_4$ - $db_4$ $\ldots$ and looks at the highest power of p that divides each of them, these powers are not all zero, and are all at most M. Prove that there exists some T (which may depend on a, b, c, d, p, M) such that whenever p divides an element of this sequence, the maximum power of p that divides that element is exactly p T . AoPS discussion thread 70 4.7 30 M",How many positive integers $n \le 211$ have exactly 4 positive divisors?,52
