id,subject,mohs,source,original,original_latex
57,Algebra,30M,USAMO 2002 P3,Prove that any monic polynomial (a polynomial with leading coefficient 1) of degree n with real coefficients is the average of two monic polynomials of degree n with n real roots.,Prove that any monic polynomial (a polynomial with leading coefficient 1) of degree n with real coefficients is the average of two monic polynomials of degree n with n real roots.
58,Algebra,30M,USAMO 2014 P3,"Prove that there exists an infinite set of points ..., P , P , P , P , P , P , P , ... -3 -2 -1 0 1 2 3 in the plane with the following property: For any three distinct integers a,b, and c, points P , P , and P are a b c collinear if and only if a + b + c = 2014.","Prove that there exists an infinite set of points \\ldots, P , P , P , P , P , P , P , \\ldots -3 -2 -1 0 1 2 3 in the plane with the following property: For any three distinct integers a,b, and c, points P , P , and P are a b c collinear if and only if a + b + c = 2014."
59,Algebra,30M,USAMO 2015 P6,"Consider 0 < λ < 1, and let A be a multiset of positive integers. Let A = {a \in A : a \le n}. Assume that for every n \in N, the set n A contains at most nλ numbers. Show that there are infinitely many n \in N n for which the sum of the elements in A is at most n(n+1) λ. (A multiset is n_2 a set-like collection of elements in which order is ignored, but repetition of elements is allowed and multiplicity of elements is significant. For example, multisets {1,2,3} and {2,1,3} are equivalent, but {1,1,2,3} and {1,2,3} differ.)","Consider 0 < λ < 1, and let A be a multiset of positive integers. Let A = {a \in A : a \le n}. Assume that for every n \in \mathbb{N}, the set n A contains at most nλ numbers. Show that there are infinitely many n \in \mathbb{N} n for which the sum of the elements in A is at most n(n+1) λ. (A multiset is n_2 a set-like collection of elements in which order is ignored, but repetition of elements is allowed and multiplicity of elements is significant. For example, multisets {1,2,3} and {2,1,3} are equivalent, but {1,1,2,3} and {1,2,3} differ.)"
60,Algebra,30M,USAMO 2017 P6,"Find the minimum possible value of a b c d + + + b3 + 4 c3 + 4 d3 + 4 a3 + 4 given that a, b, c, d are nonnegative real numbers such that a+b+c+d = 4.","Find the minimum possible value of a b c d + + + b3 + 4 c3 + 4 d3 + 4 a3 + 4 given that a, b, c, d are nonnegative real numbers such that a+b+c+d = 4."
61,Algebra,30M,"USA TST 2018, P2","Find all functions f : Z2 \to [0,1] such that for any integers x and y, f(x - 1,y) + f(x,y - 1) f(x,y) = . 2","Find all functions f : Z2 \to [0,1] such that for any integers x and y, f(x - 1,y) + f(x,y - 1) f(x,y) = . 2"
62,Algebra,30M,"USA TSTST 2015, P4","Let x, y, and z be real numbers (not necessarily positive) such that x4 + y4 + z4 + xyz = 4. \sqrt Show that x \le 2 and 2 - x \ge y+z. 2","Let x, y, and z be real numbers (not necessarily positive) such that x4 + y4 + z4 + xyz = 4. \sqrt Show that x \le 2 and 2 - x \ge y+z. 2"
63,Algebra,30M,"USA TSTST 2017, P6",A sequence of positive integers (a ) is of Fi- n n\ge1 bonacci type if it satisfies the recursive relation a = a + a for all n+2 n+1 n n \ge 1. Is it possible to partition the set of positive integers into an infinite number of Fibonacci type sequences?,A sequence of positive integers (a ) is of Fi- n n\ge1 bonacci type if it satisfies the recursive relation a = a + a for all n+2 n+1 n n \ge 1. Is it possible to partition the set of positive integers into an infinite number of Fibonacci type sequences?
64,Algebra,30M,"USA TSTST 2018, P6","Let S = {1,...,100}, and for every positive integer n define T = {(a ,...,a ) \in Sn | a + \cdot\cdot\cdot + a ≡ 0 (mod 100)}. n_1 n_1 n Determine which n have the following property: if we color any 75 elements of S red, then at least half of the n-tuples in T have an even number of n coordinates with red elements.","Let S = {1,\\ldots,100}, and for every positive integer n define T = {(a ,\\ldots,a ) \in Sn | a + \cdot\cdot\cdot + a ≡ 0 (mod 100)}. n_1 n_1 n Determine which n have the following property: if we color any 75 elements of S red, then at least half of the n-tuples in T have an even number of n coordinates with red elements."
65,Algebra,35M,"IMO 2001, P6",Let a > b > c > d be positive integers and suppose that ac + bd = (b + d + a - c)(b + d - a + c). Prove that ab + cd is not prime.,Let a > b > c > d be positive integers and suppose that ac + bd = (b + d + a - c)(b + d - a + c). Prove that ab + cd is not prime.
66,Algebra,35M,"IMO 2002, P3","Find all pairs of positive integers m,n \ge 3 for which there exist infinitely many positive integers a such that am + a - 1 an + a2 - 1 is itself an integer.","Find all pairs of positive integers m,n \ge 3 for which there exist infinitely many positive integers a such that am + a - 1 an + a2 - 1 is itself an integer."
67,Algebra,35M,"IMO 2006, P3","Determine the least real number M such that the inequality |ab(a2 - b2) + bc(b2 - c2) + ca(c2 - a2)| \le M(a2 + b2 + c2)2 holds for all real numbers a, b and c.","Determine the least real number M such that the inequality |ab(a2 - b2) + bc(b2 - c2) + ca(c2 - a2)| \le M(a2 + b2 + c2)2 holds for all real numbers a, b and c."
68,Algebra,35M,"IMO 2015, P5",Let R be the set of real numbers. Determine all functions f : R \to R that satisfy the equation f(x + f(x + y)) + f(xy) = x + f(x + y) + yf(x) for all real numbers x and y.,Let \mathbb{R} be the set of real numbers. Determine all functions f : \mathbb{R} \to \mathbb{R} that satisfy the equation f(x + f(x + y)) + f(xy) = x + f(x + y) + yf(x) for all real numbers x and y.
69,Algebra,40M,"IMO 2009, Problem P3","Suppose that s ,s ,s ,... is a strictly increasing 1 2 3 sequence of positive integers such that the sub-sequences s , s , s , ... and s , s , s , ... s s s s +1 s +1 s +1 1 2 3 1 2 3 are both arithmetic progressions. Prove that the sequence s ,s ,s ,... is 1 2 3 itself an arithmetic progression.","Suppose that s ,s ,s ,\\ldots is a strictly increasing 1 2 3 sequence of positive integers such that the sub-sequences s , s , s , \\ldots and s , s , s , \\ldots s s s s +1 s +1 s +1 1 2 3 1 2 3 are both arithmetic progressions. Prove that the sequence s ,s ,s ,\\ldots is 1 2 3 itself an arithmetic progression."
70,Algebra,40M,"IMO 2010, Problem P3","Find all functions g : N \to N such that (g(m) + n)(g(n) + m) is a perfect square for all m,n \in N.","Find all functions g : \mathbb{N} \to \mathbb{N} such that (g(m) + n)(g(n) + m) is a perfect square for all m,n \in \mathbb{N}."
71,Algebra,40M,"IMO 2010, Problem P6","Let a ,a ,a ,... be a sequence of positive real 1 2 3 numbers, and s be a positive integer, such that a = max{a + a | 1 \le k \le n - 1} for all n > s. n k n-k Prove there exist positive integers \ell \le s and N, such that a = a + a for all n \ge N. n \ell n-\ell","Let a ,a ,a ,\\ldots be a sequence of positive real 1 2 3 numbers, and s be a positive integer, such that a = max{a + a | 1 \le k \le n - 1} for all n > s. n k n-k Prove there exist positive integers \ell \le s and \mathbb{N}, such that a = a + a for all n \ge \mathbb{N}. n \ell n-\ell"
72,Algebra,40M,"IMO 2011, Problem P3",Let f : R \to R be a real-valued function defined on the set of real numbers that satisfies f(x + y) \le yf(x) + f(f(x)) for all real numbers x and y. Prove that f(x) = 0 for all x \le 0.,Let f : \mathbb{R} \to \mathbb{R} be a real-valued function defined on the set of real numbers that satisfies f(x + y) \le yf(x) + f(f(x)) for all real numbers x and y. Prove that f(x) = 0 for all x \le 0.
73,Algebra,40M,"IMO 2017, Problem P2","Let R be the set of real numbers. Determine all functions f : R \to R such that, for any real numbers x and y, f(f(x)f(y)) + f(x + y) = f(xy).","Let \mathbb{R} be the set of real numbers. Determine all functions f : \mathbb{R} \to \mathbb{R} such that, for any real numbers x and y, f(f(x)f(y)) + f(x + y) = f(xy)."
74,Algebra,40M,"USA TST 2017, P3","Let P,Q \in R[x] be relatively prime nonconstant poly- nomials. Show that there can be at most three real numbers λ such that P + λQ is the square of a polynomial.","Let P,\mathbb{Q} \in \mathbb{R}[x] be relatively prime nonconstant poly- nomials. Show that there can be at most three real numbers λ such that P + λQ is the square of a polynomial."
75,Algebra,45M,"IMO 2012, P6","Find all positive integers n for which there exist non-negative integers a ,a ,...,a such that 1 2 n 1 1 1 1 2 n + + \cdot\cdot\cdot + = + + \cdot\cdot\cdot + = 1. 2a 2a 2a 3a 3a 3a 1 2 n_1 2 n","Find all positive integers n for which there exist non-negative integers a ,a ,\\ldots,a such that 1 2 n 1 1 1 1 2 n + + \cdot\cdot\cdot + = + + \cdot\cdot\cdot + = 1. 2a 2a 2a 3a 3a 3a 1 2 n_1 2 n"
76,Algebra,45M,USAMO 2004 P6,A circle ω is inscribed in a quadrilateral ABCD. Let I be the center of ω. Suppose that (AI + DI)2 + (BI + CI)2 = (AB + CD)2. Prove that ABCD is an isosceles trapezoid.,A circle ω is inscribed in a quadrilateral ABCD. Let I be the center of ω. Suppose that (AI + DI)2 + (BI + CI)2 = (AB + CD)2. Prove that ABCD is an isosceles trapezoid.
77,Algebra,45M,USAMO 2020 P3,"Let p be an odd prime. An integer x is called a quadratic non-residue if p does not divide x - t2 for any integer t. Denote by A the set of all integers a such that 1 \le a < p, and both a and 4-a are quadratic non-residues. Calculate the remainder when the product of the elements of A is divided by p.","Let p be an odd prime. An integer x is called a quadratic non-residue if p does not divide x - t2 for any integer t. Denote by A the set of all integers a such that 1 \le a < p, and both a and 4-a are quadratic non-residues. Calculate the remainder when the product of the elements of A is divided by p."
78,Algebra,45M,USAMO 2020 P6,Let n \ge 2 be an integer. Let x \ge x \ge \cdot\cdot\cdot \ge x and 1 2 n y \ge y \ge \cdot\cdot\cdot \ge y be 2n real numbers such that 1 2 n 0 = x + x + \cdot\cdot\cdot + x = y + y + \cdot\cdot\cdot + y_1 2 n_1 2 n and 1 = x2 + x2 + \cdot\cdot\cdot + x2 = y2 + y2 + \cdot\cdot\cdot + y2. 1 2 n_1 2 n Prove that n \sum 2 (x y - x y ) \ge \sqrt . i i i n+i-1 n - 1 i=1,Let n \ge 2 be an integer. Let x \ge x \ge \cdot\cdot\cdot \ge x and 1 2 n y \ge y \ge \cdot\cdot\cdot \ge y be 2n real numbers such that 1 2 n 0 = x + x + \cdot\cdot\cdot + x = y + y + \cdot\cdot\cdot + y_1 2 n_1 2 n and 1 = x2 + x2 + \cdot\cdot\cdot + x2 = y2 + y2 + \cdot\cdot\cdot + y2. 1 2 n_1 2 n Prove that n \sum 2 (x y - x y ) \ge \sqrt . i i i n+i-1 n - 1 i=1
79,Algebra,50M,"IMO 2007, P6","Let n be a positive integer. Consider S = {(x,y,z) | x,y,z \in {0,1,...,n},x + y + z > 0} as a set of (n+1)3-1 points in the three-dimensional space. Determine the smallest possible number of planes, the union of which contains S but does not include (0,0,0).","Let n be a positive integer. Consider S = {(x,y,z) | x,y,z \in {0,1,\\ldots,n},x + y + z > 0} as a set of (n+1)3-1 points in the three-dimensional space. Determine the smallest possible number of planes, the union of which contains S but does not include (0,0,0)."
80,Algebra,50M,USAMO 2000 P6,"Let a ,b ,a ,b ,...,a ,b be nonnegative real numbers. 1 1 2 2 n n Prove that n n \sum \sum min{a a ,b b } \le min{a b ,a b }. i j i j i j j i i,j=1 i,j=1","Let a ,b ,a ,b ,\\ldots,a ,b be nonnegative real numbers. 1 1 2 2 n n Prove that n n \sum \sum min{a a ,b b } \le min{a b ,a b }. i j i j i j j i i,j=1 i,j=1"
1,Combinatorics,0M,USAMO 2005 P4,"Legs L ,L ,L ,L of a square table each have length n, 1 2 3 4 where n is a positive integer. For how many ordered 4-tuples (k ,k ,k ,k ) 1 2 3 4 of nonnegative integers can we cut a piece of length k from the end of leg i L (i = 1,2,3,4) and still have a stable table? i (The table is stable if it can be placed so that all four of the leg ends touch the floor. Note that a cut leg of length 0 is permitted.)","Legs L ,L ,L ,L of a square table each have length n, 1 2 3 4 where n is a positive integer. For how many ordered 4-tuples (k ,k ,k ,k ) 1 2 3 4 of nonnegative integers can we cut a piece of length k from the end of leg i L (i = 1,2,3,4) and still have a stable table? i (The table is stable if it can be placed so that all four of the leg ends touch the floor. Note that a cut leg of length 0 is permitted.)"
2,Combinatorics,5M,IMO 2002 P1,"Let n be a positive integer. Each point (x,y) in the plane, where x and y are non-negative integers with x + y < n, is colored red or blue, subject to the following condition: if a point (x,y) is red, then so are all points (x(cid:48),y(cid:48)) with x(cid:48) \le x and y(cid:48) \le y. Let A be the number of ways to choose n blue points with distinct x-coordinates, and let B be the number of ways to choose n blue points with distinct y-coordinates. Prove that A = B.","Let n be a positive integer. Each point (x,y) in the plane, where x and y are non-negative integers with x + y < n, is colored red or blue, subject to the following condition: if a point (x,y) is red, then so are all points (x(cid:48),y(cid:48)) with x(cid:48) \le x and y(cid:48) \le y. Let A be the number of ways to choose n blue points with distinct x-coordinates, and let B be the number of ways to choose n blue points with distinct y-coordinates. Prove that A = B."
3,Combinatorics,5M,"IMO 2011, P4","Let n > 0 be an integer. We are given a balance and n weights of weight 20,21,\cdot\cdot\cdot ,2n-1. We are to place each of the n weights on the balance, one after another, in such a way that the right pan is never heavier than the left pan. At each step we choose one of the weights that has not yet been placed on the balance, and place it on either the left pan or the right pan, until all of the weights have been placed. Determine the number of ways in which this can be done.","Let n > 0 be an integer. We are given a balance and n weights of weight 20,21,\cdot\cdot\cdot ,2n-1. We are to place each of the n weights on the balance, one after another, in such a way that the right pan is never heavier than the left pan. At each step we choose one of the weights that has not yet been placed on the balance, and place it on either the left pan or the right pan, until all of the weights have been placed. Determine the number of ways in which this can be done."
4,Combinatorics,5M,USAMO 2002 P1,"Let S be a set with 2002 elements, and let N be an integer with 0 \le N \le 22002. Prove that it is possible to color every subset of S either black or white so that the following conditions hold: (a) the union of any two white subsets is white; (b) the union of any two black subsets is black; (c) there are exactly N white subsets.","Let S be a set with 2002 elements, and let \mathbb{N} be an integer with 0 \le \mathbb{N} \le 22002. Prove that it is possible to color every subset of S either black or white so that the following conditions hold: (a) the union of any two white subsets is white; (b) the union of any two black subsets is black; (c) there are exactly \mathbb{N} white subsets."
5,Combinatorics,5M,USAMO 2005 P1,Determine all composite positive integers n for which it is possible to arrange all divisors of n that are greater than 1 in a circle so that no two adjacent divisors are relatively prime.,Determine all composite positive integers n for which it is possible to arrange all divisors of n that are greater than 1 in a circle so that no two adjacent divisors are relatively prime.
6,Combinatorics,5M,USAMO 2019 P4,"Let n be a nonnegative integer. Determine the number of ways that one can choose (n + 1)2 sets S ⊆ {1,2,...,2n}, for integers i,j i,j with 0 \le i,j \le n, such that: • for all 0 \le i,j \le n, the set S has i + j elements; and i,j • S ⊆ S whenever 0 \le i \le k \le n and 0 \le j \le l \le n. i,j k,l","Let n be a nonnegative integer. Determine the number of ways that one can choose (n + 1)2 sets S ⊆ {1,2,\\ldots,2n}, for integers i,j i,j with 0 \le i,j \le n, such that: • for all 0 \le i,j \le n, the set S has i + j elements; and i,j • S ⊆ S whenever 0 \le i \le k \le n and 0 \le j \le l \le n. i,j k,l"
7,Combinatorics,10M,"IMO 2003, P1","Let A be a 101-element subset of the set S = {1,2,...,1000000}. Prove that there exist numbers t , t ,...,t in S such that the sets 1 2 100 A = {x + t | x \in A}, j = 1,2,...,100 j j are pairwise disjoint.","Let A be a 101-element subset of the set S = {1,2,\\ldots,1000000}. Prove that there exist numbers t , t ,\\ldots,t in S such that the sets 1 2 100 A = {x + t | x \in A}, j = 1,2,\\ldots,100 j j are pairwise disjoint."
8,Combinatorics,10M,USAMO 2002 P5,"Let a,b be integers greater than 2. Prove that there exists a positive integer k and a finite sequence n ,n ,...,n of positive integers 1 2 k such that n = a, n = b, and n n is divisible by n + n for each i 1 k i i+1 i i+1 (1 \le i < k).","Let a,b be integers greater than 2. Prove that there exists a positive integer k and a finite sequence n ,n ,\\ldots,n of positive integers 1 2 k such that n = a, n = b, and n n is divisible by n + n for each i 1 k i i+1 i i+1 (1 \le i < k)."
